"","ST_NAME","DIST_NAME","AC_NAME1"
"2108","JHARKHAND","PAKAUR","LITIPARA"
"2109","JHARKHAND","GODDA","POREYAHAT"
"2110","JHARKHAND","KODARMA","KODARMA"
"2111","JHARKHAND","PAKAUR","PAKAUR"
"2112","JHARKHAND","GIRIDIH","DHANWAR"
"2113","JHARKHAND","DUMKA","POREYAHAT"
"2114","JHARKHAND","DUMKA","JAMA"
"2115","JHARKHAND","PAKAUR","MAHESHPUR"
"2116","JHARKHAND","DEOGHAR","DEOGHAR"
"2117","JHARKHAND","GIRIDIH","JAMUA"
"2118","JHARKHAND","PALAMU","HUSSAINABAD"
"2119","JHARKHAND","DUMKA","JARMUNDI"
"2120","JHARKHAND","HAZARIBAG","BARHI"
"2121","JHARKHAND","DUMKA","SIKARIPARA"
"2122","JHARKHAND","CHATRA","CHATRA"
"2123","JHARKHAND","GARHWA","BISHRAMPUR"
"2124","JHARKHAND","DUMKA","DUMKA"
"2125","JHARKHAND","GARHWA","BHAWANATHPUR"
"2126","JHARKHAND","DEOGHAR","JARMUNDI"
"2127","JHARKHAND","GIRIDIH","GANDEY"
"2128","JHARKHAND","DEOGHAR","MADHUPUR"
"2129","JHARKHAND","KODARMA","BARKATHA"
"2130","JHARKHAND","PALAMU","CHHATARPUR"
"2131","JHARKHAND","PALAMU","DALTONGANJ"
"2132","JHARKHAND","DEOGHAR","SARATH"
"2133","JHARKHAND","CHATRA","SIMARIA"
"2134","JHARKHAND","GIRIDIH","BAGODAR"
"2135","JHARKHAND","HAZARIBAG","BARKATHA"
"2136","JHARKHAND","PALAMU","PANKI"
"2137","JHARKHAND","GIRIDIH","GIRIDIH"
"2138","JHARKHAND","GARHWA","GARHWA"
"2139","JHARKHAND","HAZARIBAG","HAZARIBAGH"
"2140","JHARKHAND","GIRIDIH","DUMRI"
"2141","JHARKHAND","JAMTARA","JAMTARA"
"2142","JHARKHAND","JAMTARA","NALA"
"2143","JHARKHAND","JAMTARA","SARATH"
"2144","JHARKHAND","HAZARIBAG","MANDU"
"2145","JHARKHAND","DHANBAD","GIRIDIH"
"2146","JHARKHAND","DHANBAD","TUNDI"
"2147","JHARKHAND","LATEHAR","LATEHAR"
"2148","JHARKHAND","HAZARIBAG","BARKAGAON"
"2149","JHARKHAND","BOKARO","GOMIA"
"2150","JHARKHAND","BOKARO","DUMRI"
"2151","JHARKHAND","DHANBAD","SINDRI"
"2152","JHARKHAND","DHANBAD","NIRSA"
"2153","JHARKHAND","LATEHAR","MANIKA"
"2154","JHARKHAND","DHANBAD","DHANBAD"
"2155","JHARKHAND","DHANBAD","BAGHMARA"
"2156","JHARKHAND","BOKARO","BERMO"
"2157","JHARKHAND","GARHWA","DALTONGANJ"
"2158","JHARKHAND","DHANBAD","JHARIA"
"2159","JHARKHAND","BOKARO","BOKARO"
"2160","JHARKHAND","BOKARO","CHANDANKIYARI"
"2161","JHARKHAND","RANCHI","KANKE"
"2162","JHARKHAND","HAZARIBAG","RAMGARH"
"2163","JHARKHAND","LOHARDAGA","LOHARDAGA"
"2164","JHARKHAND","RANCHI","MANDAR"
"2165","JHARKHAND","GUMLA","BISHNUPUR"
"2166","JHARKHAND","RANCHI","KHIJRI"
"2167","JHARKHAND","RANCHI","HATIA"
"2168","JHARKHAND","RANCHI","SILLI"
"2169","JHARKHAND","RANCHI","RANCHI"
"2170","JHARKHAND","GUMLA","GUMLA"
"2171","JHARKHAND","GUMLA","SISAI"
"2172","JHARKHAND","RANCHI","KHUNTI"
"2173","JHARKHAND","RANCHI","TAMAR"
"2174","JHARKHAND","SARAIKELA","ICHAGARH"
"2175","JHARKHAND","RANCHI","TORPA"
"2176","JHARKHAND","PURBI SINGHBHUM","JUGSALAI"
"2177","JHARKHAND","GUMLA","SIMDEGA"
"2178","JHARKHAND","SARAIKELA","KHARASAWAN"
"2179","JHARKHAND","SARAIKELA","SERAIKELLA"
"2180","JHARKHAND","PACHIM SINGHBHUM","CHAKRADHARPUR"
"2181","JHARKHAND","PURBI SINGHBHUM","JAMSHEDPUR EAST"
"2182","JHARKHAND","PURBI SINGHBHUM","JAMSHEDPUR WEST"
"2183","JHARKHAND","SIMDEGA","SIMDEGA"
"2184","JHARKHAND","PURBI SINGHBHUM","GHATSILA"
"2185","JHARKHAND","SIMDEGA","KOLEBIRA"
"2186","JHARKHAND","SIMDEGA","TORPA"
"2187","JHARKHAND","PURBI SINGHBHUM","POTKA"
"2188","JHARKHAND","PACHIM SINGHBHUM","KHARASAWAN"
"2189","JHARKHAND","PACHIM SINGHBHUM","CHAIBASA"
"2190","JHARKHAND","PURBI SINGHBHUM","BAHARAGORA"
"2191","JHARKHAND","PACHIM SINGHBHUM","MANOHARPUR"
"2192","JHARKHAND","PACHIM SINGHBHUM","MAJHGAON"
"2193","JHARKHAND","PACHIM SINGHBHUM","JAGANATHPUR"
"2194","JHARKHAND","DUMKA","LITIPARA"
"2195","KARNATAKA","BIDAR","AURAD"
"2196","KARNATAKA","BIDAR","BHALKI"
"2197","KARNATAKA","BIDAR","BIDAR"
"2198","KARNATAKA","BIDAR","BASAVAKALYAN"
"2199","KARNATAKA","BIDAR","BIDAR SOUTH"
"2200","KARNATAKA","BIDAR","HOMNABAD"
"2201","KARNATAKA","GULBARGA","ALAND"
"2202","KARNATAKA","GULBARGA","GULBARGA RURAL"
"2203","KARNATAKA","GULBARGA","CHINCHOLI"
"2204","KARNATAKA","BIJAPUR","NAGTHAN"
"2205","KARNATAKA","GULBARGA","GULBARGA DAKSHIN"
"2206","KARNATAKA","GULBARGA","CHITTAPUR"
"2207","KARNATAKA","GULBARGA","SEDAM"
"2208","KARNATAKA","GULBARGA","GULBARGA UTTAR"
"2209","KARNATAKA","GULBARGA","AFZALPUR"
"2210","KARNATAKA","BIJAPUR","INDI"
"2211","KARNATAKA","BIJAPUR","SINDGI"
"2212","KARNATAKA","GULBARGA","JEVARGI"
"2213","KARNATAKA","BIJAPUR","BABALESHWAR"
"2214","KARNATAKA","BELGAUM","KAGWAD"
"2215","KARNATAKA","BELGAUM","ATHANI"
"2216","KARNATAKA","BIJAPUR","DEVAR HIPPARGI"
"2217","KARNATAKA","BIJAPUR","BIJAPUR CITY"
"2218","KARNATAKA","GULBARGA","GURMITKAL"
"2219","KARNATAKA","GULBARGA","SHAHAPUR"
"2220","KARNATAKA","GULBARGA","YADGIR"
"2221","KARNATAKA","BAGALKOT *","JAMKHANDI"
"2222","KARNATAKA","BIJAPUR","BASAVANA BAGEVADI"
"2223","KARNATAKA","BELGAUM","NIPPANI"
"2224","KARNATAKA","BELGAUM","KUDACHI"
"2225","KARNATAKA","BELGAUM","CHIKKODI-SADALGA"
"2226","KARNATAKA","BELGAUM","RAYBAG"
"2227","KARNATAKA","BAGALKOT *","TERDAL"
"2228","KARNATAKA","GULBARGA","SHORAPUR"
"2229","KARNATAKA","BIJAPUR","MUDDEBIHAL"
"2230","KARNATAKA","BAGALKOT *","BILGI"
"2231","KARNATAKA","RAICHUR","DEVADURGA"
"2232","KARNATAKA","BAGALKOT *","MUDHOL"
"2233","KARNATAKA","BELGAUM","ARABHAVI"
"2234","KARNATAKA","BELGAUM","HUKKERI"
"2235","KARNATAKA","RAICHUR","RAICHUR RURAL"
"2236","KARNATAKA","BELGAUM","GOKAK"
"2237","KARNATAKA","BAGALKOT *","BAGALKOT"
"2238","KARNATAKA","RAICHUR","LINGSUGUR"
"2239","KARNATAKA","BELGAUM","YEMKANMARDI"
"2240","KARNATAKA","BAGALKOT *","HUNGUND"
"2241","KARNATAKA","RAICHUR","RAICHUR"
"2242","KARNATAKA","BELGAUM","RAMDURG"
"2243","KARNATAKA","BELGAUM","SAUNDATTI YELLAMMA"
"2244","KARNATAKA","RAICHUR","MANVI"
"2245","KARNATAKA","BAGALKOT *","BADAMI"
"2246","KARNATAKA","RAICHUR","MASKI"
"2247","KARNATAKA","BELGAUM","BAILHONGAL"
"2248","KARNATAKA","BELGAUM","KITTUR"
"2249","KARNATAKA","BELGAUM","BELGAUM RURAL"
"2250","KARNATAKA","KOPPAL *","KUSHTAGI"
"2251","KARNATAKA","BELGAUM","BELGAUM UTTAR"
"2252","KARNATAKA","BELGAUM","BELGAUM DAKSHIN"
"2253","KARNATAKA","RAICHUR","SINDHANUR"
"2254","KARNATAKA","GADAG *","NARGUND"
"2255","KARNATAKA","BELGAUM","KHANAPUR"
"2256","KARNATAKA","GADAG *","RON"
"2257","KARNATAKA","BELLARY","SIRUGUPPA"
"2258","KARNATAKA","KOPPAL *","YELBURGA"
"2259","KARNATAKA","DHARWAD","NAVALGUND"
"2260","KARNATAKA","DHARWAD","DHARWAD"
"2261","KARNATAKA","KOPPAL *","KANAKAGIRI"
"2262","KARNATAKA","UTTARA KANNADA","HALIYAL"
"2263","KARNATAKA","KOPPAL *","GANGAWATI"
"2264","KARNATAKA","DHARWAD","KALGHATGI"
"2265","KARNATAKA","GADAG *","GADAG"
"2266","KARNATAKA","DHARWAD","HUBLI-DHARWAD- WEST"
"2267","KARNATAKA","DHARWAD","HUBLI-DHARWAD-CENTRAL"
"2268","KARNATAKA","BELLARY","KAMPLI"
"2269","KARNATAKA","KOPPAL *","KOPPAL"
"2270","KARNATAKA","DHARWAD","HUBLI-DHARWAD-EAST"
"2271","KARNATAKA","DHARWAD","KUNDGOL"
"2272","KARNATAKA","BELLARY","VIJAYANAGARA"
"2273","KARNATAKA","GADAG *","SHIRAHATTI"
"2274","KARNATAKA","BELLARY","BELLARY"
"2275","KARNATAKA","BELLARY","SANDUR"
"2276","KARNATAKA","BELLARY","HAGARIBOMMANAHALLI"
"2277","KARNATAKA","UTTARA KANNADA","YELLAPUR"
"2278","KARNATAKA","HAVERI *","SHIGGAON"
"2279","KARNATAKA","BELLARY","BELLARY CITY"
"2280","KARNATAKA","BELLARY","HADAGALLI"
"2281","KARNATAKA","UTTARA KANNADA","KARWAR"
"2282","KARNATAKA","HAVERI *","HAVERI"
"2283","KARNATAKA","CHITRADURGA","MOLAKALMURU"
"2284","KARNATAKA","BELLARY","KUDLIGI"
"2285","KARNATAKA","HAVERI *","HANGAL"
"2286","KARNATAKA","DAVANGERE*","HARAPANAHALLI"
"2287","KARNATAKA","HAVERI *","BYADGI"
"2288","KARNATAKA","UTTARA KANNADA","SIRSI"
"2289","KARNATAKA","HAVERI *","RANIBENNUR"
"2290","KARNATAKA","DAVANGERE*","JAGALUR"
"2291","KARNATAKA","SHIMOGA","SORAB"
"2292","KARNATAKA","UTTARA KANNADA","KUMTA"
"2293","KARNATAKA","DAVANGERE*","HARIHAR"
"2294","KARNATAKA","HAVERI *","HIREKERUR"
"2295","KARNATAKA","DAVANGERE*","DAVANAGERE NORTH"
"2296","KARNATAKA","SHIMOGA","SHIKARIPURA"
"2297","KARNATAKA","DAVANGERE*","MAYAKONDA"
"2298","KARNATAKA","DAVANGERE*","DAVANAGERE SOUTH"
"2299","KARNATAKA","CHITRADURGA","HOLALKERE"
"2300","KARNATAKA","UTTARA KANNADA","BHATKAL"
"2301","KARNATAKA","CHITRADURGA","CHALLAKERE"
"2302","KARNATAKA","DAVANGERE*","HONNALI"
"2303","KARNATAKA","SHIMOGA","SAGAR"
"2304","KARNATAKA","CHITRADURGA","CHITRADURGA"
"2305","KARNATAKA","TUMKUR","PAVAGADA"
"2306","KARNATAKA","DAVANGERE*","CHANNAGIRI"
"2307","KARNATAKA","CHITRADURGA","HIRIYUR"
"2308","KARNATAKA","SHIMOGA","SHIMOGA RURAL"
"2309","KARNATAKA","TUMKUR","SIRA"
"2310","KARNATAKA","UDUPI *","BYNDOOR"
"2311","KARNATAKA","SHIMOGA","TIRTHAHALLI"
"2312","KARNATAKA","SHIMOGA","SHIMOGA"
"2313","KARNATAKA","CHITRADURGA","HOSADURGA"
"2314","KARNATAKA","SHIMOGA","BHADRAVATI"
"2315","KARNATAKA","CHIKMAGALUR","TARIKERE"
"2316","KARNATAKA","KOLAR","BAGEPALLI"
"2317","KARNATAKA","TUMKUR","MADHUGIRI"
"2318","KARNATAKA","CHIKMAGALUR","SRINGERI"
"2319","KARNATAKA","TUMKUR","CHIKNAYAKANHALLI"
"2320","KARNATAKA","CHIKMAGALUR","KADUR"
"2321","KARNATAKA","KOLAR","GAURIBIDANUR"
"2322","KARNATAKA","UDUPI *","KUNDAPURA"
"2323","KARNATAKA","TUMKUR","KORATAGERE"
"2324","KARNATAKA","KOLAR","CHIKKABALLAPUR"
"2325","KARNATAKA","KOLAR","SIDLAGHATTA"
"2326","KARNATAKA","KOLAR","CHINTAMANI"
"2327","KARNATAKA","UDUPI *","UDUPI"
"2328","KARNATAKA","CHIKMAGALUR","CHIKMAGALUR"
"2329","KARNATAKA","UDUPI *","KARKAL"
"2330","KARNATAKA","TUMKUR","GUBBI"
"2331","KARNATAKA","HASSAN","ARSIKERE"
"2332","KARNATAKA","KOLAR","SRINIVASPUR"
"2333","KARNATAKA","TUMKUR","TUMKUR RURAL"
"2334","KARNATAKA","UDUPI *","KAPU"
"2335","KARNATAKA","BANGALORE RURAL","DODDABALLAPUR"
"2336","KARNATAKA","CHIKMAGALUR","MUDIGERE"
"2337","KARNATAKA","TUMKUR","TIPTUR"
"2338","KARNATAKA","BANGALORE RURAL","DEVANAHALLI"
"2339","KARNATAKA","HASSAN","BELUR"
"2340","KARNATAKA","TUMKUR","TUMKUR CITY"
"2341","KARNATAKA","BANGALORE RURAL","NELAMANGALA"
"2342","KARNATAKA","TUMKUR","TURUVEKERE"
"2343","KARNATAKA","KOLAR","MULBAGAL"
"2344","KARNATAKA","KOLAR","KOLAR"
"2345","KARNATAKA","DAKSHINA KANNADA","BELTHANGADY"
"2346","KARNATAKA","HASSAN","HASSAN"
"2347","KARNATAKA","DAKSHINA KANNADA","MOODABIDRI"
"2348","KARNATAKA","BANGALORE RURAL","HOSAKOTE"
"2349","KARNATAKA","BANGALORE","YELAHANKA"
"2350","KARNATAKA","HASSAN","SHRAVANABELAGOLA"
"2351","KARNATAKA","HASSAN","HOLENARASIPUR"
"2352","KARNATAKA","BANGALORE RURAL","MAGADI"
"2353","KARNATAKA","BANGALORE","BYATARAYANAPURA"
"2354","KARNATAKA","KOLAR","BANGARAPET"
"2355","KARNATAKA","TUMKUR","KUNIGAL"
"2356","KARNATAKA","DAKSHINA KANNADA","MANGALORE CITY NORTH"
"2357","KARNATAKA","DAKSHINA KANNADA","MANGALORE CITY SOUTH"
"2358","KARNATAKA","HASSAN","SAKLESHPUR"
"2359","KARNATAKA","DAKSHINA KANNADA","BANTVAL"
"2360","KARNATAKA","BANGALORE","MAHADEVAPURA"
"2361","KARNATAKA","KOLAR","MALUR"
"2362","KARNATAKA","BANGALORE","DASARAHALLI"
"2363","KARNATAKA","MANDYA","NAGAMANGALA"
"2364","KARNATAKA","BANGALORE","K.R.PURA"
"2365","KARNATAKA","KOLAR","KOLAR GOLD FIELD"
"2366","KARNATAKA","BANGALORE","RAJARAJESHWARINAGAR"
"2367","KARNATAKA","BANGALORE","YESHVANTHAPURA"
"2368","KARNATAKA","BANGALORE","SARVAGNANAGAR"
"2369","KARNATAKA","BANGALORE","HEBBAL"
"2370","KARNATAKA","BANGALORE","MALLESHWARAM"
"2371","KARNATAKA","BANGALORE","PULAKESHINAGAR"
"2372","KARNATAKA","BANGALORE","MAHALAKSHMI LAYOUT"
"2373","KARNATAKA","DAKSHINA KANNADA","MANGALORE"
"2374","KARNATAKA","BANGALORE","SHIVAJINAGAR"
"2375","KARNATAKA","BANGALORE","C.V. RAMAN NAGAR"
"2376","KARNATAKA","BANGALORE","GANDHI NAGAR"
"2377","KARNATAKA","BANGALORE","RAJAJI NAGAR"
"2378","KARNATAKA","BANGALORE","GOVINDRAJ NAGAR"
"2379","KARNATAKA","BANGALORE","SHANTI NAGAR"
"2380","KARNATAKA","BANGALORE","VIJAY NAGAR"
"2381","KARNATAKA","BANGALORE","CHAMRAJPET"
"2382","KARNATAKA","DAKSHINA KANNADA","SULLIA"
"2383","KARNATAKA","BANGALORE","CHICKPET"
"2384","KARNATAKA","BANGALORE",NA
"2385","KARNATAKA","BANGALORE","BASAVANAGUDI"
"2386","KARNATAKA","BANGALORE","B.T.M LAYOUT"
"2387","KARNATAKA","DAKSHINA KANNADA","PUTTUR"
"2388","KARNATAKA","BANGALORE","PADMANABA NAGAR"
"2389","KARNATAKA","BANGALORE","JAYANAGAR"
"2390","KARNATAKA","BANGALORE","ANEKAL"
"2391","KARNATAKA","BANGALORE","BOMMANAHALLI"
"2392","KARNATAKA","BANGALORE","BANGALORE SOUTH"
"2393","KARNATAKA","MANDYA","KRISHNARAJPET"
"2394","KARNATAKA","KODAGU","MADIKERI"
"2395","KARNATAKA","HASSAN","ARKALGUD"
"2396","KARNATAKA","BANGALORE RURAL","RAMANAGARAM"
"2397","KARNATAKA","BANGALORE RURAL","CHANNAPATNA"
"2398","KARNATAKA","MANDYA","MADDUR"
"2399","KARNATAKA","MANDYA","MANDYA"
"2400","KARNATAKA","MANDYA","MELUKOTE"
"2401","KARNATAKA","MYSORE","KRISHNARAJANAGARA"
"2402","KARNATAKA","BANGALORE RURAL","KANAKAPURA"
"2403","KARNATAKA","MYSORE","PIRIYAPATNA"
"2404","KARNATAKA","KODAGU","VIRAJPET"
"2405","KARNATAKA","MANDYA","SHRIRANGAPATTANA"
"2406","KARNATAKA","MANDYA","MALAVALLI"
"2407","KARNATAKA","MYSORE","CHAMUNDESHWARI"
"2408","KARNATAKA","MYSORE","HUNSUR"
"2409","KARNATAKA","MYSORE","T.NARASIPUR"
"2410","KARNATAKA","MYSORE","CHAMARAJA"
"2411","KARNATAKA","MYSORE","VARUNA"
"2412","KARNATAKA","MYSORE","NARASIMHARAJA"
"2413","KARNATAKA","MYSORE","KRISHNARAJA"
"2414","KARNATAKA","MYSORE","HEGGADADEVANKOTE"
"2415","KARNATAKA","CHAMRAJNAGAR*","HANUR"
"2416","KARNATAKA","CHAMRAJNAGAR*","KOLLEGAL"
"2417","KARNATAKA","MYSORE","NANJANGUD"
"2418","KARNATAKA","CHAMRAJNAGAR*","CHAMARAJANAGAR"
"2419","KARNATAKA","CHAMRAJNAGAR*","GUNDLUPET"
"2420","MADHYA PRADESH","MORENA","AMBAH"
"2421","MADHYA PRADESH","MORENA","DIMANI"
"2422","MADHYA PRADESH","BHIND","ATER"
"2423","MADHYA PRADESH","BHIND","MEHGAON"
"2424","MADHYA PRADESH","MORENA","SUMAWALI"
"2425","MADHYA PRADESH","BHIND","BHIND"
"2426","MADHYA PRADESH","BHIND","GOHAD"
"2427","MADHYA PRADESH","MORENA","MORENA"
"2428","MADHYA PRADESH","MORENA","JOURA"
"2429","MADHYA PRADESH","MORENA","SABALGARH"
"2430","MADHYA PRADESH","BHIND","LAHAR"
"2431","MADHYA PRADESH","GWALIOR","GWALIOR RURAL"
"2432","MADHYA PRADESH","DATIA","SEWDA"
"2433","MADHYA PRADESH","GWALIOR","GWALIOR"
"2434","MADHYA PRADESH","GWALIOR","BHITARWAR"
"2435","MADHYA PRADESH","GWALIOR","GWALIOR EAST"
"2436","MADHYA PRADESH","SHEOPUR *","VIJAYPUR"
"2437","MADHYA PRADESH","GWALIOR","GWALIOR SOUTH"
"2438","MADHYA PRADESH","GWALIOR","DABRA"
"2439","MADHYA PRADESH","SHEOPUR *","SHEOPUR"
"2440","MADHYA PRADESH","SHIVPURI","POHARI"
"2441","MADHYA PRADESH","DATIA","DATIA"
"2442","MADHYA PRADESH","TIKAMGARH","NIWARI"
"2443","MADHYA PRADESH","SHIVPURI","SHIVPURI"
"2444","MADHYA PRADESH","SHIVPURI","KOLARAS"
"2445","MADHYA PRADESH","SHIVPURI","PICHHORE"
"2446","MADHYA PRADESH","CHHATARPUR","CHANDLA"
"2447","MADHYA PRADESH","TIKAMGARH","PRITHVIPUR"
"2448","MADHYA PRADESH","CHHATARPUR","MAHARAJPUR"
"2449","MADHYA PRADESH","TIKAMGARH","JATARA"
"2450","MADHYA PRADESH","CHHATARPUR","RAJNAGAR"
"2451","MADHYA PRADESH","NEEMUCH *","JAWAD"
"2452","MADHYA PRADESH","REWA","TEONTHAR"
"2453","MADHYA PRADESH","SATNA","CHITRAKOOT"
"2454","MADHYA PRADESH","GUNA","BAMORI"
"2455","MADHYA PRADESH","REWA","SIRMOUR"
"2456","MADHYA PRADESH","TIKAMGARH","KHARGAPUR"
"2457","MADHYA PRADESH","PANNA","PANNA"
"2458","MADHYA PRADESH","CHHATARPUR","CHHATARPUR"
"2459","MADHYA PRADESH","ASHOK NAGAR","CHANDERI"
"2460","MADHYA PRADESH","REWA","SEMARIYA"
"2461","MADHYA PRADESH","REWA","MANGAWAN"
"2462","MADHYA PRADESH","ASHOK NAGAR","ASHOK NAGAR"
"2463","MADHYA PRADESH","CHHATARPUR","BIJAWAR"
"2464","MADHYA PRADESH","TIKAMGARH","TIKAMGARH"
"2465","MADHYA PRADESH","MANDSAUR","GAROTH"
"2466","MADHYA PRADESH","NEEMUCH *","MANASA"
"2467","MADHYA PRADESH","REWA","DEOTALAB"
"2468","MADHYA PRADESH","REWA","MAUGANJ"
"2469","MADHYA PRADESH","GUNA","GUNA"
"2470","MADHYA PRADESH","SATNA","RAIGAON"
"2471","MADHYA PRADESH","ASHOK NAGAR","MUNGAOLI"
"2472","MADHYA PRADESH","SATNA","RAMPUR-BAGHELAN"
"2473","MADHYA PRADESH","PANNA","GUNNAOR"
"2474","MADHYA PRADESH","CHHATARPUR","MALHARA"
"2475","MADHYA PRADESH","NEEMUCH *","NEEMUCH"
"2476","MADHYA PRADESH","SATNA","SATNA"
"2477","MADHYA PRADESH","GUNA","RAGHOGARH"
"2478","MADHYA PRADESH","SIDHI","CHITRANGI"
"2479","MADHYA PRADESH","REWA","GURH"
"2480","MADHYA PRADESH","REWA","REWA"
"2481","MADHYA PRADESH","GUNA","CHACHOURA"
"2482","MADHYA PRADESH","SATNA","NAGOD"
"2483","MADHYA PRADESH","SIDHI","SIHAWAL"
"2484","MADHYA PRADESH","SIDHI","CHURHAT"
"2485","MADHYA PRADESH","MANDSAUR","MALHARGARH"
"2486","MADHYA PRADESH","SIDHI","SIDHI"
"2487","MADHYA PRADESH","SAGAR","BINA"
"2488","MADHYA PRADESH","DAMOH","HATTA"
"2489","MADHYA PRADESH","PANNA","PAWAI"
"2490","MADHYA PRADESH","SAGAR","BANDA"
"2491","MADHYA PRADESH","SATNA","AMARPATAN"
"2492","MADHYA PRADESH","SHAJAPUR","SUSNER"
"2493","MADHYA PRADESH","SAGAR","KHURAI"
"2494","MADHYA PRADESH","MANDSAUR","SUWASRA"
"2495","MADHYA PRADESH","VIDISHA","SIRONJ"
"2496","MADHYA PRADESH","SATNA","MAIHAR"
"2497","MADHYA PRADESH","RAJGARH","RAJGARH"
"2498","MADHYA PRADESH","VIDISHA","KURWAI"
"2499","MADHYA PRADESH","DAMOH","PATHARIYA"
"2500","MADHYA PRADESH","RAJGARH","KHILCHIPUR"
"2501","MADHYA PRADESH","SIDHI","DHAUHANI"
"2502","MADHYA PRADESH","MANDSAUR","MANDSOUR"
"2503","MADHYA PRADESH","SHAHDOL","BEOHARI"
"2504","MADHYA PRADESH","SIDHI","DEVSAR"
"2505","MADHYA PRADESH","SIDHI","SINGRAULI"
"2506","MADHYA PRADESH","RAJGARH","BIAORA"
"2507","MADHYA PRADESH","KATNI *","VIJAYRAGHAVGARH"
"2508","MADHYA PRADESH","UMARIA *","MANPUR"
"2509","MADHYA PRADESH","VIDISHA","SHAMSHABAD"
"2510","MADHYA PRADESH","RATLAM","ALOT"
"2511","MADHYA PRADESH","SAGAR","NARYOLI"
"2512","MADHYA PRADESH","SHAJAPUR","AGAR"
"2513","MADHYA PRADESH","RATLAM","JAORA"
"2514","MADHYA PRADESH","KATNI *","MURWARA"
"2515","MADHYA PRADESH","DAMOH","DAMOH"
"2516","MADHYA PRADESH","SAGAR","SURKHI"
"2517","MADHYA PRADESH","RAJGARH","SARANGPUR"
"2518","MADHYA PRADESH","BHOPAL","BERASIA"
"2519","MADHYA PRADESH","VIDISHA","BASODA"
"2520","MADHYA PRADESH","SAGAR","REHLI"
"2521","MADHYA PRADESH","SAGAR","SAGAR"
"2522","MADHYA PRADESH","KATNI *","BARWARA"
"2523","MADHYA PRADESH","RAJGARH","NARSINGHGARH"
"2524","MADHYA PRADESH","UJJAIN","MAHIDPUR"
"2525","MADHYA PRADESH","DAMOH","JABERA"
"2526","MADHYA PRADESH","VIDISHA","VIDISHA"
"2527","MADHYA PRADESH","RAISEN","SILWANI"
"2528","MADHYA PRADESH","UJJAIN","NAGADA-KHACHROD"
"2529","MADHYA PRADESH","UMARIA *","BANDHAVGARH"
"2530","MADHYA PRADESH","SHAHDOL","JAISINGHNAGAR"
"2531","MADHYA PRADESH","SEHORE","SEHORE"
"2532","MADHYA PRADESH","SHAJAPUR","SHAJAPUR"
"2533","MADHYA PRADESH","RATLAM","SAILANA"
"2534","MADHYA PRADESH","RATLAM","RATLAM RURAL"
"2535","MADHYA PRADESH","UJJAIN","TARANA"
"2536","MADHYA PRADESH","SHAJAPUR","SHUJALPUR"
"2537","MADHYA PRADESH","SAGAR","DEORI"
"2538","MADHYA PRADESH","KATNI *","BAHORIBAND"
"2539","MADHYA PRADESH","RAISEN","SANCHI"
"2540","MADHYA PRADESH","SHAJAPUR","KALAPIPAL"
"2541","MADHYA PRADESH","UJJAIN","GHATIYA"
"2542","MADHYA PRADESH","SHAHDOL","JAITPUR"
"2543","MADHYA PRADESH","RATLAM","RATLAM CITY"
"2544","MADHYA PRADESH","BHOPAL","HUZUR"
"2545","MADHYA PRADESH","JABALPUR","PATAN"
"2546","MADHYA PRADESH","DEWAS","DEWAS"
"2547","MADHYA PRADESH","UJJAIN","BADNAGAR"
"2548","MADHYA PRADESH","ANUPPUR","KOTMA"
"2549","MADHYA PRADESH","JABALPUR","PANAGAR"
"2550","MADHYA PRADESH","JHABUA","THANDLA"
"2551","MADHYA PRADESH","SEHORE","ICHHAWAR"
"2552","MADHYA PRADESH","JABALPUR","SIHORA"
"2553","MADHYA PRADESH","BHOPAL","BHOPAL UTTAR"
"2554","MADHYA PRADESH","BHOPAL","NARELA"
"2555","MADHYA PRADESH","DEWAS","SONKATCH"
"2556","MADHYA PRADESH","RAISEN","BHOJPUR"
"2557","MADHYA PRADESH","UJJAIN","UJJAIN UTTAR"
"2558","MADHYA PRADESH","BHOPAL","BHOPAL DAKSHIN-PASCHIM"
"2559","MADHYA PRADESH","BHOPAL","BHOPAL MADHYA"
"2560","MADHYA PRADESH","ANUPPUR","PUSHPRAJGARH"
"2561","MADHYA PRADESH","BHOPAL","GOVINDPURA"
"2562","MADHYA PRADESH","JHABUA","PETLAWAD"
"2563","MADHYA PRADESH","UJJAIN","UJJAIN DAKSHIN"
"2564","MADHYA PRADESH","SEHORE","ASHTA"
"2565","MADHYA PRADESH","JABALPUR","BARGI"
"2566","MADHYA PRADESH","NARSIMHAPUR","TENDUKHEDA"
"2567","MADHYA PRADESH","DHAR","BADNAWAR"
"2568","MADHYA PRADESH","RAISEN","UDAIPURA"
"2569","MADHYA PRADESH","NARSIMHAPUR","NARSINGPUR"
"2570","MADHYA PRADESH","ANUPPUR","ANUPPUR"
"2571","MADHYA PRADESH","JABALPUR","JABALPUR CANTT."
"2572","MADHYA PRADESH","JABALPUR","JABALPUR UTTAR"
"2573","MADHYA PRADESH","INDORE","DEPALPUR"
"2574","MADHYA PRADESH","JABALPUR","JABALPUR PURBA"
"2575","MADHYA PRADESH","JABALPUR","JABALPUR PASCHIM"
"2576","MADHYA PRADESH","DEWAS","HATPIPLIYA"
"2577","MADHYA PRADESH","INDORE","SANWER"
"2578","MADHYA PRADESH","NARSIMHAPUR","GOTEGAON"
