"","ST_NAME","DIST_NAME","AC_NAME1"
"1043","ANDHRA PRADESH","EAST GODAVARI","RAMPACHODAVARAM"
"1044","ANDHRA PRADESH","WARANGAL","MAHABUBABAD"
"1045","ANDHRA PRADESH","VISAKHAPATNAM","CHODAVARAM"
"1046","ANDHRA PRADESH","VISAKHAPATNAM","PENDURTHI"
"1047","ANDHRA PRADESH","KHAMMAM","KOTHAGUDEM"
"1048","ANDHRA PRADESH","NALGONDA","ALAIR"
"1049","ANDHRA PRADESH","MEDAK","PATANCHERU"
"1050","ANDHRA PRADESH","WARANGAL","PALAKURTHI"
"1051","ANDHRA PRADESH","MEDAK","SANGAREDDY"
"1052","ANDHRA PRADESH","VISAKHAPATNAM","ANAKAPALLE"
"1053","ANDHRA PRADESH","KHAMMAM","YELLANDU"
"1054","ANDHRA PRADESH","VISAKHAPATNAM","VISAKHAPATNAM NORTH"
"1055","ANDHRA PRADESH","RANGAREDDI","MEDCHAL"
"1056","ANDHRA PRADESH","VISAKHAPATNAM","NARSIPATNAM"
"1057","ANDHRA PRADESH","VISAKHAPATNAM","VISAKHAPATNAM EAST"
"1058","ANDHRA PRADESH","VISAKHAPATNAM","VISAKHAPATNAM WEST"
"1059","ANDHRA PRADESH","VISAKHAPATNAM","GAJUWAKA"
"1060","ANDHRA PRADESH","VISAKHAPATNAM","VISAKHAPATNAM SOUTH"
"1061","ANDHRA PRADESH","RANGAREDDI","VICARABAD"
"1062","ANDHRA PRADESH","VISAKHAPATNAM","YELAMANCHILI"
"1063","ANDHRA PRADESH","RANGAREDDI","QUTHBULLAPUR"
"1064","ANDHRA PRADESH","NALGONDA","BHONGIR"
"1065","ANDHRA PRADESH","VISAKHAPATNAM","PAYAKARAOPET"
"1066","ANDHRA PRADESH","KHAMMAM","ASWARAOPETA"
"1067","ANDHRA PRADESH","WARANGAL","DORNAKAL"
"1068","ANDHRA PRADESH","RANGAREDDI","MALKAJGIRI"
"1069","ANDHRA PRADESH","KHAMMAM","WYRA"
"1070","ANDHRA PRADESH","RANGAREDDI","CHEVELLA"
"1071","ANDHRA PRADESH","RANGAREDDI","SERILINGAMPALLY"
"1072","ANDHRA PRADESH","RANGAREDDI","KUKATPALLE"
"1073","ANDHRA PRADESH","NALGONDA","THUNGATHURTHI"
"1074","ANDHRA PRADESH","EAST GODAVARI","TUNI"
"1075","ANDHRA PRADESH","RANGAREDDI","UPPAL"
"1076","ANDHRA PRADESH","HYDERABAD","SECUNDERABAD CANTT. (SC"
"1077","ANDHRA PRADESH","RANGAREDDI","TANDUR"
"1078","ANDHRA PRADESH","HYDERABAD","SANATHNAGAR"
"1079","ANDHRA PRADESH","HYDERABAD","SECUNDERABAD"
"1080","ANDHRA PRADESH","HYDERABAD","AMBERPET"
"1081","ANDHRA PRADESH","WEST GODAVARI","POLAVARAM"
"1082","ANDHRA PRADESH","HYDERABAD","JUBILEE HILLS"
"1083","ANDHRA PRADESH","HYDERABAD","MUSHEERABAD"
"1084","ANDHRA PRADESH","EAST GODAVARI","PRATHIPADU"
"1085","ANDHRA PRADESH","RANGAREDDI","RAJENDRANAGAR"
"1086","ANDHRA PRADESH","HYDERABAD","NAMPALLY"
"1087","ANDHRA PRADESH","HYDERABAD","KHAIRATABAD"
"1088","ANDHRA PRADESH","HYDERABAD","KARWAN"
"1089","ANDHRA PRADESH","HYDERABAD","MALAKPET"
"1090","ANDHRA PRADESH","HYDERABAD","GOSHAMAHAL"
"1091","ANDHRA PRADESH","RANGAREDDI","IBRAHIMPATNAM"
"1092","ANDHRA PRADESH","HYDERABAD","BAHADURPURA"
"1093","ANDHRA PRADESH","KHAMMAM","PALAIR"
"1094","ANDHRA PRADESH","HYDERABAD","CHARMINAR"
"1095","ANDHRA PRADESH","KHAMMAM","KHAMMAM"
"1096","ANDHRA PRADESH","NALGONDA","NAKREKAL"
"1097","ANDHRA PRADESH","RANGAREDDI","LAL BAHADUR NAGAR"
"1098","ANDHRA PRADESH","HYDERABAD","YAKUTPURA"
"1099","ANDHRA PRADESH","NALGONDA","MUNUGODE"
"1100","ANDHRA PRADESH","HYDERABAD","CHANDRAYANGUTTA"
"1101","ANDHRA PRADESH","RANGAREDDI","PARGI"
"1102","ANDHRA PRADESH","RANGAREDDI","MAHESWARAM"
"1103","ANDHRA PRADESH","NALGONDA","SURYAPET"
"1104","ANDHRA PRADESH","KHAMMAM","SATHUPALLE"
"1105","ANDHRA PRADESH","NALGONDA","KODAD"
"1106","ANDHRA PRADESH","EAST GODAVARI","JAGGAMPETA"
"1107","ANDHRA PRADESH","MAHBUBNAGAR","KODANGAL"
"1108","ANDHRA PRADESH","MAHBUBNAGAR","SHADNAGAR"
"1109","ANDHRA PRADESH","EAST GODAVARI","RAJANAGARAM"
"1110","ANDHRA PRADESH","KHAMMAM","MADHIRA"
"1111","ANDHRA PRADESH","EAST GODAVARI","PITHAPURAM"
"1112","ANDHRA PRADESH","WEST GODAVARI","CHINTALAPUDI"
"1113","ANDHRA PRADESH","WEST GODAVARI","GOPALAPURAM"
"1114","ANDHRA PRADESH","NALGONDA","NALGONDA"
"1115","ANDHRA PRADESH","EAST GODAVARI","PEDDAPURAM"
"1116","ANDHRA PRADESH","WEST GODAVARI","KOVVUR"
"1117","ANDHRA PRADESH","KRISHNA","TIRUVURU"
"1118","ANDHRA PRADESH","NALGONDA","MIRYALAGUDA"
"1119","ANDHRA PRADESH","EAST GODAVARI","ANAPARTHY"
"1120","ANDHRA PRADESH","EAST GODAVARI","RAJAHMUNDRY CITY"
"1121","ANDHRA PRADESH","KRISHNA","NUZVID"
"1122","ANDHRA PRADESH","EAST GODAVARI","KAKINADA RURAL"
"1123","ANDHRA PRADESH","MAHBUBNAGAR","KALWAKURTHY"
"1124","ANDHRA PRADESH","KRISHNA","JAGGAYYAPETA"
"1125","ANDHRA PRADESH","MAHBUBNAGAR","JADCHERLA"
"1126","ANDHRA PRADESH","NALGONDA","HUZURNAGAR"
"1127","ANDHRA PRADESH","NALGONDA","DEVARAKONDA"
"1128","ANDHRA PRADESH","EAST GODAVARI","RAJAHMUNDRY RURAL"
"1129","ANDHRA PRADESH","EAST GODAVARI","KOTHAPETA"
"1130","ANDHRA PRADESH","NALGONDA","NAGARJUNA SAGAR"
"1131","ANDHRA PRADESH","EAST GODAVARI","MUMMIDIVARAM"
"1132","ANDHRA PRADESH","MAHBUBNAGAR","NARAYANPET"
"1133","ANDHRA PRADESH","KRISHNA","MYLAVARAM"
"1134","ANDHRA PRADESH","EAST GODAVARI","MANDAPETA"
"1135","ANDHRA PRADESH","WEST GODAVARI","TADEPALLIGUDEM"
"1136","ANDHRA PRADESH","EAST GODAVARI","KAKINADA CITY"
"1137","ANDHRA PRADESH","WEST GODAVARI","NIDADAVOLE"
"1138","ANDHRA PRADESH","MAHBUBNAGAR","MAHBUBNAGAR"
"1139","ANDHRA PRADESH","WEST GODAVARI","DENDULURU"
"1140","ANDHRA PRADESH","WEST GODAVARI","UNGUTUR"
"1141","ANDHRA PRADESH","KRISHNA","NANDIGAMA"
"1142","ANDHRA PRADESH","EAST GODAVARI","RAMACHANDRAPURAM"
"1143","ANDHRA PRADESH","GUNTUR","PEDAKURAPADU"
"1144","ANDHRA PRADESH","WEST GODAVARI","TANUKU"
"1145","ANDHRA PRADESH","MAHBUBNAGAR","ACHAMPET"
"1146","ANDHRA PRADESH","MAHBUBNAGAR","NAGARKURNOOL"
"1147","ANDHRA PRADESH","MAHBUBNAGAR","MAKTHAL"
"1148","ANDHRA PRADESH","MAHBUBNAGAR","DEVARKADRA"
"1149","ANDHRA PRADESH","WEST GODAVARI","ELURU"
"1150","ANDHRA PRADESH","GUNTUR","GURAJALA"
"1151","ANDHRA PRADESH","KRISHNA","GANNAVARAM"
"1152","ANDHRA PRADESH","EAST GODAVARI","GANNAVARAM"
"1153","ANDHRA PRADESH","KRISHNA","KAIKALUR"
"1154","ANDHRA PRADESH","WEST GODAVARI","ACHANTA"
"1155","ANDHRA PRADESH","WEST GODAVARI","UNDI"
"1156","ANDHRA PRADESH","MAHBUBNAGAR","WANAPARTHY"
"1157","ANDHRA PRADESH","GUNTUR","MACHERLA"
"1158","ANDHRA PRADESH","WEST GODAVARI","BHIMAVARAM"
"1159","ANDHRA PRADESH","EAST GODAVARI","AMALAPURAM"
"1160","ANDHRA PRADESH","GUNTUR","TADIKONDA"
"1161","ANDHRA PRADESH","WEST GODAVARI","PALACOLE"
"1162","ANDHRA PRADESH","KRISHNA","VIJAYAWADA CENTRAL"
"1163","ANDHRA PRADESH","KRISHNA","GUDIVADA"
"1164","ANDHRA PRADESH","KRISHNA","VIJAYAWADA WEST"
"1165","ANDHRA PRADESH","EAST GODAVARI","RAZOLE"
"1166","ANDHRA PRADESH","KRISHNA","PAMARRU"
"1167","ANDHRA PRADESH","KRISHNA","PENAMALURU"
"1168","ANDHRA PRADESH","KRISHNA","VIJAYAWADA EAST"
"1169","ANDHRA PRADESH","GUNTUR","MANGALAGIRI"
"1170","ANDHRA PRADESH","GUNTUR","SATTENAPALLE"
"1171","ANDHRA PRADESH","WEST GODAVARI","NARASAPURAM"
"1172","ANDHRA PRADESH","KRISHNA","PEDANA"
"1173","ANDHRA PRADESH","MAHBUBNAGAR","KOLLAPUR"
"1174","ANDHRA PRADESH","MAHBUBNAGAR","GADWAL"
"1175","ANDHRA PRADESH","GUNTUR","VINUKONDA"
"1176","ANDHRA PRADESH","GUNTUR","GUNTUR EAST"
"1177","ANDHRA PRADESH","GUNTUR","PONNUR"
"1178","ANDHRA PRADESH","GUNTUR","TENALI"
"1179","ANDHRA PRADESH","GUNTUR","GUNTUR WEST"
"1180","ANDHRA PRADESH","GUNTUR","NARASARAOPET"
"1181","ANDHRA PRADESH","PRAKASAM","YERRAGONDAPALEM"
"1182","ANDHRA PRADESH","GUNTUR","PRATHIPADU"
"1183","ANDHRA PRADESH","GUNTUR","CHILAKALURIPET"
"1184","ANDHRA PRADESH","KRISHNA","MACHILIPATNAM"
"1185","ANDHRA PRADESH","GUNTUR","VEMURU"
"1186","ANDHRA PRADESH","MAHBUBNAGAR","ALAMPUR"
"1187","ANDHRA PRADESH","KRISHNA","AVANIGADDA"
"1188","ANDHRA PRADESH","KURNOOL","SRISAILAM"
"1189","ANDHRA PRADESH","PRAKASAM","ADDANKI"
"1190","ANDHRA PRADESH","KURNOOL","NANDIKOTKUR"
"1191","ANDHRA PRADESH","GUNTUR","REPALLE"
"1192","ANDHRA PRADESH","KRISHNA",NA
"1193","ANDHRA PRADESH","PRAKASAM","PARCHUR"
"1194","ANDHRA PRADESH","GUNTUR","BAPATLA"
"1195","ANDHRA PRADESH","KURNOOL","MANTRALAYAM"
"1196","ANDHRA PRADESH","PRAKASAM","DARSI"
"1197","ANDHRA PRADESH","KURNOOL","YEMMIGANUR"
"1198","ANDHRA PRADESH","PRAKASAM","CHIRALA"
"1199","ANDHRA PRADESH","KURNOOL","KODUMUR"
"1200","ANDHRA PRADESH","KURNOOL","KURNOOL"
"1201","ANDHRA PRADESH","KURNOOL","PANYAM"
"1202","ANDHRA PRADESH","PRAKASAM","MARKAPURAM"
"1203","ANDHRA PRADESH","KURNOOL","ADONI"
"1204","ANDHRA PRADESH","PRAKASAM","GIDDALUR"
"1205","ANDHRA PRADESH","PRAKASAM","SANTHANUTHALAPADU"
"1206","ANDHRA PRADESH","KURNOOL","ALUR"
"1207","ANDHRA PRADESH","KURNOOL","PATTIKONDA"
"1208","ANDHRA PRADESH","KURNOOL","DHONE"
"1209","ANDHRA PRADESH","PRAKASAM","KONDAPI"
"1210","ANDHRA PRADESH","PRAKASAM","ONGOLE"
"1211","ANDHRA PRADESH","KURNOOL","NANDYAL"
"1212","ANDHRA PRADESH","PRAKASAM","KANIGIRI"
"1213","ANDHRA PRADESH","KURNOOL","BANAGANAPALLE"
"1214","ANDHRA PRADESH","KURNOOL","ALLAGADDA"
"1215","ANDHRA PRADESH","PRAKASAM","KANDUKUR"
"1216","ANDHRA PRADESH","ANANTAPUR","GUNTAKAL"
"1217","ANDHRA PRADESH","CUDDAPAH","BADVEL"
"1218","ANDHRA PRADESH","ANANTAPUR","URAVAKONDA"
"1219","ANDHRA PRADESH","ANANTAPUR","TADPATRI"
"1220","ANDHRA PRADESH","ANANTAPUR","RAYADURG"
"1221","ANDHRA PRADESH","NELLORE","UDAYAGIRI"
"1222","ANDHRA PRADESH","CUDDAPAH","JAMMALAMADUGU"
"1223","ANDHRA PRADESH","CUDDAPAH","MYDUKUR"
"1224","ANDHRA PRADESH","NELLORE","KAVALI"
"1225","ANDHRA PRADESH","CUDDAPAH","PRODDATUR"
"1226","ANDHRA PRADESH","ANANTAPUR","SINGANAMALA"
"1227","ANDHRA PRADESH","NELLORE","ATMAKUR"
"1228","ANDHRA PRADESH","ANANTAPUR","ANANTAPUR URBAN"
"1229","ANDHRA PRADESH","ANANTAPUR","RAPTADU"
"1230","ANDHRA PRADESH","CUDDAPAH","PULIVENDLA"
"1231","ANDHRA PRADESH","ANANTAPUR","KALYANDURG"
"1232","ANDHRA PRADESH","ANANTAPUR","DHARMAVARAM"
"1233","ANDHRA PRADESH","CUDDAPAH","KAMALAPURAM"
"1234","ANDHRA PRADESH","NELLORE","KOVUR"
"1235","ANDHRA PRADESH","NELLORE","SARVEPALLI"
"1236","ANDHRA PRADESH","NELLORE","VENKATAGIRI"
"1237","ANDHRA PRADESH","CUDDAPAH","KADAPA"
"1238","ANDHRA PRADESH","NELLORE","NELLORE CITY"
"1239","ANDHRA PRADESH","CUDDAPAH","RAJAMPET"
"1240","ANDHRA PRADESH","NELLORE","NELLORE RURAL"
"1241","ANDHRA PRADESH","ANANTAPUR","PUTTAPARTHI"
"1242","ANDHRA PRADESH","CUDDAPAH","KODUR"
"1243","ANDHRA PRADESH","ANANTAPUR","KADIRI"
"1244","ANDHRA PRADESH","CUDDAPAH","RAYACHOTI"
"1245","ANDHRA PRADESH","ANANTAPUR","PENUKONDA"
"1246","ANDHRA PRADESH","NELLORE",NA
"1247","ANDHRA PRADESH","ANANTAPUR","MADAKASIRA"
"1248","ANDHRA PRADESH","NELLORE","GUDUR"
"1249","ANDHRA PRADESH","NELLORE","SULLURPETA"
"1250","ANDHRA PRADESH","CHITTOOR","THAMBALLAPALLE"
"1251","ANDHRA PRADESH","ANANTAPUR","HINDUPUR"
"1252","ANDHRA PRADESH","CHITTOOR","PILERU"
"1253","ANDHRA PRADESH","CHITTOOR","SRIKALAHASTI"
"1254","ANDHRA PRADESH","CHITTOOR","CHANDRAGIRI"
"1255","ANDHRA PRADESH","CHITTOOR","SATYAVEDU"
"1256","ANDHRA PRADESH","CHITTOOR","TIRUPATI"
"1257","ANDHRA PRADESH","CHITTOOR","PUNGANUR"
"1258","ANDHRA PRADESH","CHITTOOR","MADANAPALLE"
"1259","ANDHRA PRADESH","CHITTOOR","NAGARI"
"1260","ANDHRA PRADESH","CHITTOOR","PUTHALAPATTU"
"1261","ANDHRA PRADESH","CHITTOOR","GANGADHARA NELLORE"
"1262","ANDHRA PRADESH","CHITTOOR","PALAMANER"
"1263","ANDHRA PRADESH","CHITTOOR","CHITTOOR"
"1264","ANDHRA PRADESH","CHITTOOR","KUPPAM"
"1265","ARUNACHAL PRADESH","DIBANG VALLEY","ANINI"
"1266","ARUNACHAL PRADESH","UPPER SIANG *","TUTING-YINKGKIONG"
"1267","ARUNACHAL PRADESH","WEST SIANG","MECHUKA"
"1268","ARUNACHAL PRADESH","WEST SIANG","RUMGONG"
"1269","ARUNACHAL PRADESH","UPPER SIANG *","MARIYANG-GEKU"
"1270","ARUNACHAL PRADESH","LOWER DIBANG VALLEY","DAMBUK"
"1271","ARUNACHAL PRADESH","LOWER DIBANG VALLEY","ROING"
"1272","ARUNACHAL PRADESH","UPPER SUBANSIRI","NACHO"
"1273","ARUNACHAL PRADESH","ANJAW","HAUYULIANG"
"1274","ARUNACHAL PRADESH","EAST SIANG","PANGIN"
"1275","ARUNACHAL PRADESH","LOHIT","TEZU"
"1276","ARUNACHAL PRADESH","UPPER SUBANSIRI","TALIHA"
"1277","ARUNACHAL PRADESH","WEST SIANG","LIROMOBA"
"1278","ARUNACHAL PRADESH","EAST SIANG","MEBO"
"1279","ARUNACHAL PRADESH","KURUNG KUMEY","KOLORIANG"
"1280","ARUNACHAL PRADESH","WEST SIANG","ALONG WEST"
"1281","ARUNACHAL PRADESH","KURUNG KUMEY","TALI"
"1282","ARUNACHAL PRADESH","EAST SIANG","PASIGHAT EAST"
"1283","ARUNACHAL PRADESH","WEST SIANG","ALONG EAST"
"1284","ARUNACHAL PRADESH","UPPER SUBANSIRI","DAPORIJO"
"1285","ARUNACHAL PRADESH","UPPER SUBANSIRI","DAMPORIJO"
"1286","ARUNACHAL PRADESH","WEST SIANG","BASAR"
"1287","ARUNACHAL PRADESH","EAST SIANG","PASIGHAT WEST"
"1288","ARUNACHAL PRADESH","EAST SIANG","NARI-KOYU"
"1289","ARUNACHAL PRADESH","LOHIT","CHOWKHAM"
"1290","ARUNACHAL PRADESH","UPPER SUBANSIRI","RAGA"
"1291","ARUNACHAL PRADESH","LOHIT","NAMSAI"
"1292","ARUNACHAL PRADESH","KURUNG KUMEY","NYAPIN"
"1293","ARUNACHAL PRADESH","LOWER SUBANSIRI","RAGA"
"1294","ARUNACHAL PRADESH","KURUNG KUMEY","PALIN"
"1295","ARUNACHAL PRADESH","WEST SIANG","LIKABALI"
"1296","ARUNACHAL PRADESH","CHANGLANG","BORDUMSA-DIYUM"
"1297","ARUNACHAL PRADESH","EAST KAMENG","BAMENG"
"1298","ARUNACHAL PRADESH","CHANGLANG","MIAO"
"1299","ARUNACHAL PRADESH","EAST KAMENG","CHAYANGTAJO"
"1300","ARUNACHAL PRADESH","LOHIT","LEKANG"
"1301","ARUNACHAL PRADESH","TAWANG","MUKTO"
"1302","ARUNACHAL PRADESH","LOWER SUBANSIRI","YACHULI"
"1303","ARUNACHAL PRADESH","TAWANG","LUMLA"
"1304","ARUNACHAL PRADESH","WEST KAMENG","DIRANG"
"1305","ARUNACHAL PRADESH","WEST KAMENG","BOMDILA"
"1306","ARUNACHAL PRADESH","TAWANG","TAWANG"
"1307","ARUNACHAL PRADESH","LOWER SUBANSIRI","ZIRO-HAPOLI"
"1308","ARUNACHAL PRADESH","CHANGLANG","NAMPONG"
"1309","ARUNACHAL PRADESH","PAPUM PARE *","SAGALEE"
"1310","ARUNACHAL PRADESH","PAPUM PARE *","DOIMUKH"
"1311","ARUNACHAL PRADESH","CHANGLANG","CHANGLANG NORTH"
"1312","ARUNACHAL PRADESH","EAST KAMENG","SEPPA EAST"
"1313","ARUNACHAL PRADESH","CHANGLANG","CHANGLANG SOUTH"
"1314","ARUNACHAL PRADESH","EAST KAMENG","SEPPA WEST"
"1315","ARUNACHAL PRADESH","TIRAP","NAMSANG"
"1316","ARUNACHAL PRADESH","WEST KAMENG","THRIZINO-BURAGAON"
"1317","ARUNACHAL PRADESH","EAST KAMENG","PAKKE-KASANG"
"1318","ARUNACHAL PRADESH","TIRAP","KHONSA EAST"
"1319","ARUNACHAL PRADESH","TIRAP","KANUBARI"
"1320","ARUNACHAL PRADESH","TIRAP","BORDURIA- BAGAPANI"
"1321","ARUNACHAL PRADESH","PAPUM PARE *","ITANAGAR"
"1322","ARUNACHAL PRADESH","WEST KAMENG","KALAKTANG"
"1323","ARUNACHAL PRADESH","TIRAP","KHONSA WEST"
"1324","ARUNACHAL PRADESH","TIRAP","LONGDING-PUMAO"
"1325","ARUNACHAL PRADESH","TIRAP","PONGCHOU-WAKKA"
"1326","BIHAR","PASHCHIM CHAMPARAN","RAMNAGAR"
"1327","BIHAR","PASHCHIM CHAMPARAN","VALMIKI NAGAR"
"1328","BIHAR","PASHCHIM CHAMPARAN","SIKTA"
"1329","BIHAR","PASHCHIM CHAMPARAN","BAGAHA"
"1330","BIHAR","PASHCHIM CHAMPARAN","NARKATIAGANJ"
"1331","BIHAR","PASHCHIM CHAMPARAN","LAURIYA"
"1332","BIHAR","PURBA CHAMPARAN","RAXAUL"
"1333","BIHAR","PASHCHIM CHAMPARAN","CHANPATIA"
"1334","BIHAR","PURBA CHAMPARAN","SUGAULI"
"1335","BIHAR","PURBA CHAMPARAN","NARKATIA"
"1336","BIHAR","SITAMARHI","PARIHAR"
"1337","BIHAR","PURBA CHAMPARAN","DHAKA"
"1338","BIHAR","PASHCHIM CHAMPARAN","NAUTAN"
"1339","BIHAR","PASHCHIM CHAMPARAN","BETTIAH"
"1340","BIHAR","SITAMARHI","BATHNAHA"
"1341","BIHAR","PURBA CHAMPARAN","MOTIHARI"
"1342","BIHAR","PURBA CHAMPARAN","CHIRAIA"
"1343","BIHAR","SITAMARHI","RIGA"
"1344","BIHAR","PURBA CHAMPARAN","HARSIDHI"
"1345","BIHAR","PURBA CHAMPARAN","GOVINDGANJ"
"1346","BIHAR","MADHUBANI","KHAJAULI"
"1347","BIHAR","MADHUBANI","HARLAKHI"
"1348","BIHAR","SITAMARHI","SURSAND"
"1349","BIHAR","SHEOHAR *","SHEOHAR"
"1350","BIHAR","SITAMARHI","SITAMARHI"
"1351","BIHAR","KISHANGANJ","THAKURGANJ"
"1352","BIHAR","MADHUBANI","BABUBARHI"
"1353","BIHAR","ARARIA","NARPATGANJ"
"1354","BIHAR","SITAMARHI","BAJPATTI"
"1355","BIHAR","PURBA CHAMPARAN","MADHUBAN"
"1356","BIHAR","GOPALGANJ","KUCHAIKOTE"
"1357","BIHAR","GOPALGANJ","BHOREY"
"1358","BIHAR","GOPALGANJ","GOPALGANJ"
"1359","BIHAR","MADHUBANI","LAUKAHA"
"1360","BIHAR","SUPAUL *","CHHATAPUR"
"1361","BIHAR","PURBA CHAMPARAN","KALYANPUR"
"1362","BIHAR","SITAMARHI","BELSAND"
"1363","BIHAR","MADHUBANI","BENIPATTI"
"1364","BIHAR","PURBA CHAMPARAN","PIPRA"
"1365","BIHAR","KISHANGANJ","KISHANGANJ"
"1366","BIHAR","PURBA CHAMPARAN","KESARIA"
"1367","BIHAR","SITAMARHI","RUNNISAIDPUR"
"1368","BIHAR","KISHANGANJ","BAHADURGANJ"
"1369","BIHAR","ARARIA","SIKTI"
"1370","BIHAR","SUPAUL *","NIRMALI"
"1371","BIHAR","GOPALGANJ","HATHUA"
"1372","BIHAR","GOPALGANJ","BARAULI"
"1373","BIHAR","MADHUBANI","RAJNAGAR"
"1374","BIHAR","ARARIA","FORBESGANJ"
"1375","BIHAR","DARBHANGA","JALE"
"1376","BIHAR","GOPALGANJ","BAIKUNTHPUR"
"1377","BIHAR","MADHUBANI","PHULPARAS"
"1378","BIHAR","MADHUBANI","BISFI"
"1379","BIHAR","SUPAUL *","TRIVENIGANJ"
"1380","BIHAR","MUZAFFARPUR","AURAI"
"1381","BIHAR","ARARIA","ARARIA"
"1382","BIHAR","MADHUBANI","MADHUBANI"
"1383","BIHAR","MADHUBANI","JHANJHARPUR"
"1384","BIHAR","MUZAFFARPUR","MINAPUR"
"1385","BIHAR","SUPAUL *","PIPRA"
"1386","BIHAR","SIWAN","SIWAN"
"1387","BIHAR","SIWAN","BARHARIA"
"1388","BIHAR","SIWAN","ZIRADEI"
"1389","BIHAR","SUPAUL *","SUPAUL"
"1390","BIHAR","DARBHANGA","KEOTI"
"1391","BIHAR","MUZAFFARPUR","BARURAJ"
"1392","BIHAR","MUZAFFARPUR","SAHEBGANJ"
"1393","BIHAR","ARARIA","JOKIHAT"
"1394","BIHAR","SIWAN","GORIAKOTHI"
"1395","BIHAR","MUZAFFARPUR","BOCHAHA"
"1396","BIHAR","DARBHANGA","DARBHANGA RURAL"
"1397","BIHAR","MUZAFFARPUR","GAIGHAT"
"1398","BIHAR","MUZAFFARPUR","KANTI"
"1399","BIHAR","DARBHANGA","DARBHANGA"
"1400","BIHAR","DARBHANGA","ALINAGAR"
"1401","BIHAR","ARARIA","RANIGANJ"
"1402","BIHAR","SIWAN","DARAULI"
"1403","BIHAR","SARAN","TARAIYA"
"1404","BIHAR","SIWAN","RAGHUNATHPUR"
"1405","BIHAR","SARAN","BANIAPUR"
"1406","BIHAR","PURNIA","AMOUR"
"1407","BIHAR","DARBHANGA","BAHADURPUR"
"1408","BIHAR","DARBHANGA","BENIPUR"
"1409","BIHAR","SIWAN","MAHARAJGANJ"
"1410","BIHAR","MUZAFFARPUR","PAROO"
"1411","BIHAR","MADHEPURA","MADHEPURA"
"1412","BIHAR","MUZAFFARPUR","MUZAFFARPUR"
"1413","BIHAR","MADHEPURA","SINGHESHWAR"
"1414","BIHAR","SIWAN","DARAUNDHA"
"1415","BIHAR","DARBHANGA","HAYAGHAT"
"1416","BIHAR","MUZAFFARPUR","KURHANI"
"1417","BIHAR","SAHARSA","MAHISHI"
"1418","BIHAR","SAMASTIPUR","KALYANPUR"
"1419","BIHAR","DARBHANGA","GAURA BAURAM"
"1420","BIHAR","MUZAFFARPUR","SAKRA"
"1421","BIHAR","SARAN","EKMA"
"1422","BIHAR","PURNIA","KASBA"
"1423","BIHAR","PURNIA","BANMANKHI"
"1424","BIHAR","VAISHALI","VAISHALI"
"1425","BIHAR","SARAN","AMNOUR"
"1426","BIHAR","PURNIA","BAISI"
"1427","BIHAR","SARAN","MANJHI"
"1428","BIHAR","SAMASTIPUR","WARISNAGAR"
"1429","BIHAR","SARAN","MARHAURA"
"1430","BIHAR","SAMASTIPUR","SAMASTIPUR"
"1431","BIHAR","MADHEPURA","BIHARIGANJ"
"1432","BIHAR","PURNIA","DHAMDAHA"
"1433","BIHAR","SAHARSA","SAHARSA"
"1434","BIHAR","KATIHAR","BALRAMPUR"
"1435","BIHAR","VAISHALI","MAHUA"
"1436","BIHAR","SAMASTIPUR","ROSERA"
"1437","BIHAR","VAISHALI","LALGANJ"
"1438","BIHAR","VAISHALI","PATEPUR"
"1439","BIHAR","DARBHANGA","KUSHESHWAR ASTHAN"
"1440","BIHAR","SARAN","PARSA"
"1441","BIHAR","SAMASTIPUR","MORWA"
"1442","BIHAR","SAHARSA","SIMRI BAKHTIARPUR"
"1443","BIHAR","SAHARSA","SONBARSHA"
"1444","BIHAR","PURNIA","PURNIA"
"1445","BIHAR","SARAN","GARKHA"
"1446","BIHAR","SAMASTIPUR","HASANPUR"
"1447","BIHAR","SAMASTIPUR","UJIARPUR"
"1448","BIHAR","SARAN","CHAPRA"
"1449","BIHAR","PURNIA","RUPAULI"
"1450","BIHAR","SAMASTIPUR","SARAIRANJAN"
"1451","BIHAR","KATIHAR","KADWA"
"1452","BIHAR","SAMASTIPUR","BIBHUTIPUR"
"1453","BIHAR","VAISHALI","RAJA PAKAR"
"1454","BIHAR","BEGUSARAI","CHERIA BARIARPUR"
"1455","BIHAR","VAISHALI","HAJIPUR"
"1456","BIHAR","VAISHALI","SONEPUR"
"1457","BIHAR","VAISHALI","MAHNAR"
"1458","BIHAR","KATIHAR","KORHA"
"1459","BIHAR","KATIHAR","KATIHAR"
"1460","BIHAR","KHAGARIA","ALAULI"
"1461","BIHAR","BEGUSARAI","BAKHRI"
"1462","BIHAR","BUXAR *","BRAHAMPUR"
"1463","BIHAR","KATIHAR","PRANPUR"
"1464","BIHAR","PATNA","DANAPUR"
"1465","BIHAR","BHOJPUR","BARHARA"
"1466","BIHAR","MADHEPURA","ALAMNAGAR"
"1467","BIHAR","PATNA","MANER"
"1468","BIHAR","VAISHALI","RAGHOPUR"
"1469","BIHAR","BHOJPUR","SHAHPUR"
"1470","BIHAR","BUXAR *","BUXAR"
"1471","BIHAR","KHAGARIA","BELDAUR"
"1472","BIHAR","BEGUSARAI","BACHHWARA"
"1473","BIHAR","SAMASTIPUR","MOHIUDDINNAGAR"
"1474","BIHAR","PATNA","DIGHA"
"1475","BIHAR","KHAGARIA","KHAGARIA"
